Day,Session,Treatment,Subject,Round,SL,Bid,Frequency_Consumption,Size,Time,Quality_Safety,Attention,Typical_SL,Typical_SL_Other,Choose,Minimum_SL,Shopper,Vegan,Significant_Issue,Feeling,Wrong,Consideration,Help_Reduction,Social_Contributes,Promotion,Discard_After,Discard_On,Discard_Smell,Discard_Taste,LD_indication,LD_words,Gender,Age,Education,Income,Marietal_St,Child,Family_Size,Family_Size_Other
1,2,T1,17,7,14,0,Two or three times a month,1 quart (32 fl oz),Within a week,Food quality,"Yes, always",7-10 days,,"Yes, always",21,No,No,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Prefer not to answer,Strongly agree,Prefer not to answer,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Male,50,Master's degree,"$50,000-$74,999",Married,Prefer not to say,Prefer not to say,
1,2,T1,17,8,0,3,Two or three times a month,1 quart (32 fl oz),Within a week,Food quality,"Yes, always",7-10 days,,"Yes, always",21,No,No,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Prefer not to answer,Strongly agree,Prefer not to answer,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Male,50,Master's degree,"$50,000-$74,999",Married,Prefer not to say,Prefer not to say,
1,2,T1,17,9,19,0,Two or three times a month,1 quart (32 fl oz),Within a week,Food quality,"Yes, always",7-10 days,,"Yes, always",21,No,No,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Prefer not to answer,Strongly agree,Prefer not to answer,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Male,50,Master's degree,"$50,000-$74,999",Married,Prefer not to say,Prefer not to say,
1,2,T1,17,10,10,0,Two or three times a month,1 quart (32 fl oz),Within a week,Food quality,"Yes, always",7-10 days,,"Yes, always",21,No,No,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Prefer not to answer,Strongly agree,Prefer not to answer,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Male,50,Master's degree,"$50,000-$74,999",Married,Prefer not to say,Prefer not to say,
1,2,T1,21,1,,3.5,A few times a week,Half gallon (64 fl oz),3-5 days,Both,Sometimes,10-14 days,,Sometimes,2,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Male,43,Bachelor's degree in college (4-year),Prefer not to say,Prefer not to say,No,3,
1,2,T1,21,2,7,3.5,A few times a week,Half gallon (64 fl oz),3-5 days,Both,Sometimes,10-14 days,,Sometimes,2,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Male,43,Bachelor's degree in college (4-year),Prefer not to say,Prefer not to say,No,3,
1,2,T1,21,3,1,3.5,A few times a week,Half gallon (64 fl oz),3-5 days,Both,Sometimes,10-14 days,,Sometimes,2,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Male,43,Bachelor's degree in college (4-year),Prefer not to say,Prefer not to say,No,3,
1,2,T1,21,4,3,3.5,A few times a week,Half gallon (64 fl oz),3-5 days,Both,Sometimes,10-14 days,,Sometimes,2,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Male,43,Bachelor's degree in college (4-year),Prefer not to say,Prefer not to say,No,3,
1,2,T1,21,5,-1,2.5,A few times a week,Half gallon (64 fl oz),3-5 days,Both,Sometimes,10-14 days,,Sometimes,2,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Male,43,Bachelor's degree in college (4-year),Prefer not to say,Prefer not to say,No,3,
1,2,T1,21,6,5,3.5,A few times a week,Half gallon (64 fl oz),3-5 days,Both,Sometimes,10-14 days,,Sometimes,2,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Male,43,Bachelor's degree in college (4-year),Prefer not to say,Prefer not to say,No,3,
1,2,T1,21,7,14,3.5,A few times a week,Half gallon (64 fl oz),3-5 days,Both,Sometimes,10-14 days,,Sometimes,2,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Male,43,Bachelor's degree in college (4-year),Prefer not to say,Prefer not to say,No,3,
1,2,T1,21,8,0,2.5,A few times a week,Half gallon (64 fl oz),3-5 days,Both,Sometimes,10-14 days,,Sometimes,2,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Male,43,Bachelor's degree in college (4-year),Prefer not to say,Prefer not to say,No,3,
1,2,T1,21,9,19,3.5,A few times a week,Half gallon (64 fl oz),3-5 days,Both,Sometimes,10-14 days,,Sometimes,2,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Male,43,Bachelor's degree in college (4-year),Prefer not to say,Prefer not to say,No,3,
1,2,T1,21,10,10,3.5,A few times a week,Half gallon (64 fl oz),3-5 days,Both,Sometimes,10-14 days,,Sometimes,2,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Male,43,Bachelor's degree in college (4-year),Prefer not to say,Prefer not to say,No,3,
1,2,T1,22,1,,3.95,Once a week,1 gallon (128 fl oz),Within a week,Both,Sometimes,7-10 days,,Sometimes,12,Yes,No,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Female,34,Master's degree,"$75,000-$99,999",Married,Yes,3,
1,2,T1,22,2,7,3.95,Once a week,1 gallon (128 fl oz),Within a week,Both,Sometimes,7-10 days,,Sometimes,12,Yes,No,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Female,34,Master's degree,"$75,000-$99,999",Married,Yes,3,
1,2,T1,22,3,1,0.5,Once a week,1 gallon (128 fl oz),Within a week,Both,Sometimes,7-10 days,,Sometimes,12,Yes,No,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Female,34,Master's degree,"$75,000-$99,999",Married,Yes,3,
1,2,T1,22,4,3,1,Once a week,1 gallon (128 fl oz),Within a week,Both,Sometimes,7-10 days,,Sometimes,12,Yes,No,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Female,34,Master's degree,"$75,000-$99,999",Married,Yes,3,
1,2,T1,22,5,-1,0.25,Once a week,1 gallon (128 fl oz),Within a week,Both,Sometimes,7-10 days,,Sometimes,12,Yes,No,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Female,34,Master's degree,"$75,000-$99,999",Married,Yes,3,
1,2,T1,22,6,5,3.25,Once a week,1 gallon (128 fl oz),Within a week,Both,Sometimes,7-10 days,,Sometimes,12,Yes,No,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Female,34,Master's degree,"$75,000-$99,999",Married,Yes,3,
1,2,T1,22,7,14,4,Once a week,1 gallon (128 fl oz),Within a week,Both,Sometimes,7-10 days,,Sometimes,12,Yes,No,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Female,34,Master's degree,"$75,000-$99,999",Married,Yes,3,
1,2,T1,22,8,0,0.35,Once a week,1 gallon (128 fl oz),Within a week,Both,Sometimes,7-10 days,,Sometimes,12,Yes,No,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Female,34,Master's degree,"$75,000-$99,999",Married,Yes,3,
1,2,T1,22,9,19,4.25,Once a week,1 gallon (128 fl oz),Within a week,Both,Sometimes,7-10 days,,Sometimes,12,Yes,No,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Female,34,Master's degree,"$75,000-$99,999",Married,Yes,3,
1,2,T1,22,10,10,3.99,Once a week,1 gallon (128 fl oz),Within a week,Both,Sometimes,7-10 days,,Sometimes,12,Yes,No,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Female,34,Master's degree,"$75,000-$99,999",Married,Yes,3,
1,2,T1,23,1,,3.5,Once a week,Half gallon (64 fl oz),Within a week,Food safety,Sometimes,10-14 days,,"Never, I usually pick the outermost one on the shelf or just a random one",7,Yes,No,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Male,44,Bachelor's degree in college (4-year),"$100,000-$149,999",Married,Yes,3,
1,2,T1,23,2,7,3.5,Once a week,Half gallon (64 fl oz),Within a week,Food safety,Sometimes,10-14 days,,"Never, I usually pick the outermost one on the shelf or just a random one",7,Yes,No,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Male,44,Bachelor's degree in college (4-year),"$100,000-$149,999",Married,Yes,3,
1,2,T1,23,3,1,2,Once a week,Half gallon (64 fl oz),Within a week,Food safety,Sometimes,10-14 days,,"Never, I usually pick the outermost one on the shelf or just a random one",7,Yes,No,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Male,44,Bachelor's degree in college (4-year),"$100,000-$149,999",Married,Yes,3,
1,2,T1,23,4,3,2.5,Once a week,Half gallon (64 fl oz),Within a week,Food safety,Sometimes,10-14 days,,"Never, I usually pick the outermost one on the shelf or just a random one",7,Yes,No,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Male,44,Bachelor's degree in college (4-year),"$100,000-$149,999",Married,Yes,3,
1,2,T1,23,5,-1,1,Once a week,Half gallon (64 fl oz),Within a week,Food safety,Sometimes,10-14 days,,"Never, I usually pick the outermost one on the shelf or just a random one",7,Yes,No,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Male,44,Bachelor's degree in college (4-year),"$100,000-$149,999",Married,Yes,3,
1,2,T1,23,6,5,3.5,Once a week,Half gallon (64 fl oz),Within a week,Food safety,Sometimes,10-14 days,,"Never, I usually pick the outermost one on the shelf or just a random one",7,Yes,No,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Male,44,Bachelor's degree in college (4-year),"$100,000-$149,999",Married,Yes,3,
1,2,T1,23,7,14,3.5,Once a week,Half gallon (64 fl oz),Within a week,Food safety,Sometimes,10-14 days,,"Never, I usually pick the outermost one on the shelf or just a random one",7,Yes,No,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Male,44,Bachelor's degree in college (4-year),"$100,000-$149,999",Married,Yes,3,
1,2,T1,23,8,0,1,Once a week,Half gallon (64 fl oz),Within a week,Food safety,Sometimes,10-14 days,,"Never, I usually pick the outermost one on the shelf or just a random one",7,Yes,No,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Male,44,Bachelor's degree in college (4-year),"$100,000-$149,999",Married,Yes,3,
1,2,T1,23,9,19,3.5,Once a week,Half gallon (64 fl oz),Within a week,Food safety,Sometimes,10-14 days,,"Never, I usually pick the outermost one on the shelf or just a random one",7,Yes,No,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Male,44,Bachelor's degree in college (4-year),"$100,000-$149,999",Married,Yes,3,
1,2,T1,23,10,10,3.5,Once a week,Half gallon (64 fl oz),Within a week,Food safety,Sometimes,10-14 days,,"Never, I usually pick the outermost one on the shelf or just a random one",7,Yes,No,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Male,44,Bachelor's degree in college (4-year),"$100,000-$149,999",Married,Yes,3,
1,2,T1,24,1,,1.89,Two or three times a month,1 quart (32 fl oz),More than a week,Both,Sometimes,10-14 days,,"Never, I usually pick the outermost one on the shelf or just a random one",10,No,Yes,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Female,60,Master's degree,Prefer not to say,Married,No,3,
1,2,T1,24,2,7,1.89,Two or three times a month,1 quart (32 fl oz),More than a week,Both,Sometimes,10-14 days,,"Never, I usually pick the outermost one on the shelf or just a random one",10,No,Yes,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Female,60,Master's degree,Prefer not to say,Married,No,3,
1,2,T1,24,3,1,1.69,Two or three times a month,1 quart (32 fl oz),More than a week,Both,Sometimes,10-14 days,,"Never, I usually pick the outermost one on the shelf or just a random one",10,No,Yes,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Female,60,Master's degree,Prefer not to say,Married,No,3,
1,2,T1,24,4,3,1.79,Two or three times a month,1 quart (32 fl oz),More than a week,Both,Sometimes,10-14 days,,"Never, I usually pick the outermost one on the shelf or just a random one",10,No,Yes,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Female,60,Master's degree,Prefer not to say,Married,No,3,
